time_s,fx_n,fy_n,fz_n,mx_nm,my_nm,mz_nm,fx_n_filtered,fy_n_filtered,fz_n_filtered,mx_nm_filtered,my_nm_filtered,mz_nm_filtered,mass_g,stable_mass_g
15.500501,0.080000,0.260000,0.300000,-0.020000,0.000000,0.000000,0.096625,0.099014,0.182308,-0.005045,0.000535,0.000000,15.710,16.507
15.520635,0.160000,0.140000,0.240000,0.000000,0.000000,0.000000,0.102963,0.103113,0.188077,-0.004540,0.000481,0.000000,16.298,16.571
15.540660,0.100000,0.060000,0.120000,0.000000,0.000000,0.000000,0.102666,0.098802,0.181269,-0.004086,0.000433,0.000000,15.604,16.596
15.560679,0.080000,0.240000,0.000000,-0.020000,0.000000,0.000000,0.100400,0.112921,0.163142,-0.005677,0.000390,0.000000,13.755,16.557
15.580568,-0.020000,0.000000,0.000000,0.000000,0.000000,0.000000,0.088360,0.101629,0.146828,-0.005110,0.000351,0.000000,12.092,16.490
15.600571,0.100000,0.300000,0.280000,-0.020000,0.000000,0.000000,0.089524,0.121466,0.160145,-0.006599,0.000316,0.000000,13.450,16.437
15.620584,-0.020000,0.180000,0.120000,0.000000,0.000000,0.000000,0.078571,0.127320,0.156131,-0.005939,0.000284,0.000000,13.040,16.390
15.640606,-0.060000,0.020000,0.040000,-0.020000,0.000000,0.000000,0.064714,0.116588,0.144518,-0.007345,0.000256,0.000000,11.856,16.351
15.660604,0.000000,0.180000,0.100000,-0.020000,0.000000,0.000000,0.058243,0.122929,0.140066,-0.008610,0.000230,0.000000,11.402,16.268
15.680630,0.040000,0.000000,0.240000,0.000000,0.000000,0.000000,0.056419,0.110636,0.150059,-0.007749,0.000207,0.000000,12.421,16.180
15.700525,-0.020000,0.000000,0.120000,0.000000,0.000000,0.000000,0.048777,0.099573,0.147053,-0.006974,0.000186,0.000000,12.115,16.073
15.720643,0.000000,0.200000,0.120000,-0.020000,0.000000,0.000000,0.043899,0.109615,0.144348,-0.008277,0.000168,0.000000,11.839,15.936
15.740532,0.080000,0.160000,0.160000,0.000000,0.000000,0.000000,0.047509,0.114654,0.145913,-0.007449,0.000151,0.000000,11.998,15.755
15.760660,0.140000,-0.020000,0.260000,0.000000,0.000000,0.000000,0.056758,0.101188,0.157322,-0.006704,0.000136,0.000000,13.162,15.600
15.780679,0.000000,0.000000,0.240000,0.000000,0.000000,0.000000,0.051082,0.091070,0.165590,-0.006034,0.000122,0.000000,14.005,15.461
15.800546,0.140000,0.040000,0.300000,0.000000,0.000000,0.000000,0.059974,0.085963,0.179031,-0.005431,0.000110,0.000000,15.375,15.357
15.820581,0.040000,0.120000,0.140000,0.000000,0.000000,0.000000,0.057977,0.089366,0.175128,-0.004888,0.000099,0.000000,14.977,15.258
15.840590,0.180000,0.180000,0.100000,-0.020000,0.000000,0.000000,0.070179,0.098430,0.167615,-0.006399,0.000089,0.000000,14.211,15.182
15.860608,0.060000,0.160000,0.260000,-0.020000,0.000000,0.000000,0.069161,0.104587,0.176853,-0.007759,0.000080,0.000000,15.153,15.142
15.880663,0.000000,0.200000,0.140000,-0.020000,0.000000,0.000000,0.062245,0.114128,0.173168,-0.008983,0.000072,0.000000,14.778,15.102
15.900500,0.000000,0.240000,0.300000,-0.020000,0.000000,0.000000,0.056021,0.126715,0.185851,-0.010085,0.000065,0.000000,16.071,15.094
15.920637,0.120000,0.200000,0.060000,-0.020000,0.000000,0.000000,0.062418,0.134044,0.173266,-0.011076,0.000059,0.000000,14.788,15.059
15.940519,-0.020000,0.020000,0.040000,0.000000,0.000000,0.000000,0.054177,0.122639,0.159940,-0.009969,0.000053,0.000000,13.429,14.986
15.960539,0.000000,0.060000,0.160000,0.000000,0.000000,0.000000,0.048759,0.116375,0.159946,-0.008972,0.000047,0.000000,13.429,14.937
15.980541,-0.060000,0.000000,0.060000,0.000000,0.000000,0.000000,0.037883,0.104738,0.149951,-0.008075,0.000043,0.000000,12.410,14.872
16.000562,0.080000,0.260000,0.060000,-0.020000,0.000000,0.000000,0.042095,0.120264,0.140956,-0.009267,0.000038,0.000000,11.493,14.806
16.020582,0.040000,0.000000,-0.020000,0.000000,0.000000,0.000000,0.041885,0.108238,0.124860,-0.008340,0.000035,0.000000,9.852,14.693
16.040575,0.120000,0.060000,0.100000,0.000000,0.000000,0.000000,0.049697,0.103414,0.122374,-0.007506,0.000031,0.000000,9.598,14.580
16.060613,0.000000,0.180000,0.140000,-0.020000,0.000000,0.000000,0.044727,0.111073,0.124137,-0.008756,0.000028,0.000000,9.778,14.465
16.080616,0.040000,0.100000,0.100000,0.000000,0.000000,0.000000,0.044254,0.109965,0.121723,-0.007880,0.000025,0.000000,9.532,14.366
16.100625,0.040000,0.020000,0.160000,0.000000,0.000000,0.000000,0.043829,0.100969,0.125551,-0.007092,0.000023,0.000000,9.922,14.261
16.120653,0.120000,-0.020000,-0.040000,0.000000,0.000000,0.000000,0.051446,0.088872,0.108996,-0.006383,0.000020,0.000000,8.234,14.125
16.140664,0.020000,0.000000,0.200000,0.000000,0.000000,0.000000,0.048301,0.079985,0.118096,-0.005745,0.000018,0.000000,9.162,13.999
16.160673,0.000000,-0.100000,0.000000,0.000000,0.000000,0.000000,0.043471,0.061986,0.106287,-0.005170,0.000017,0.000000,7.958,13.857
16.180552,0.200000,-0.040000,0.120000,0.000000,0.000000,0.000000,0.059124,0.051788,0.107658,-0.004653,0.000015,0.000000,8.097,13.705
16.200539,0.040000,0.020000,0.200000,0.000000,0.000000,0.000000,0.057212,0.048609,0.116892,-0.004188,0.000013,0.000000,9.039,13.551
16.220580,0.080000,0.100000,0.100000,0.000000,0.000000,0.000000,0.059491,0.053748,0.115203,-0.003769,0.000012,0.000000,8.867,13.372
16.240597,0.140000,0.040000,0.140000,0.000000,0.000000,0.000000,0.067542,0.052373,0.117683,-0.003392,0.000011,0.000000,9.120,13.207
16.260601,0.020000,0.000000,0.120000,0.000000,0.000000,0.000000,0.062787,0.047136,0.117914,-0.003053,0.000010,0.000000,9.143,13.018
16.280616,-0.020000,-0.100000,0.140000,0.000000,0.000000,0.000000,0.054509,0.032422,0.120123,-0.002748,0.000009,0.000000,9.369,12.876
16.300622,0.060000,-0.040000,0.020000,0.000000,0.000000,0.000000,0.055058,0.025180,0.110111,-0.002473,0.000008,0.000000,8.348,12.704
16.320659,0.100000,-0.040000,0.060000,0.000000,0.000000,0.000000,0.059552,0.018662,0.105100,-0.002226,0.000007,0.000000,7.837,12.499
16.340647,0.120000,0.060000,0.200000,0.000000,0.000000,0.000000,0.065597,0.022796,0.114590,-0.002003,0.000006,0.000000,8.804,12.340
16.360648,0.180000,0.060000,0.120000,0.000000,0.000000,0.000000,0.077037,0.026516,0.115131,-0.001803,0.000006,0.000000,8.859,12.193
16.380673,0.100000,-0.140000,-0.140000,0.000000,0.000000,0.000000,0.079333,0.009865,0.089618,-0.001622,0.000005,0.000000,6.258,11.990
16.400547,0.220000,0.000000,0.280000,0.000000,0.020000,0.000000,0.093400,0.008878,0.108656,-0.001460,0.002005,0.000000,8.199,11.788
16.420705,0.040000,-0.080000,0.100000,0.000000,0.000000,0.000000,0.088060,-0.000010,0.107790,-0.001314,0.001804,0.000000,8.111,11.610
16.440725,0.100000,0.140000,0.080000,0.000000,0.000000,0.000000,0.089254,0.013991,0.105011,-0.001183,0.001624,0.000000,7.828,11.499
16.460590,0.080000,0.060000,0.140000,0.000000,0.000000,0.000000,0.088329,0.018592,0.108510,-0.001064,0.001461,0.000000,8.184,11.387
16.480611,0.000000,-0.020000,-0.040000,0.000000,0.000000,0.000000,0.079496,0.014733,0.093659,-0.000958,0.001315,0.000000,6.670,11.233
16.500622,0.080000,0.160000,0.200000,-0.020000,0.000000,0.000000,0.079546,0.029260,0.104293,-0.002862,0.001184,0.000000,7.754,11.073
16.520646,0.180000,-0.120000,-0.040000,0.000000,0.000000,0.000000,0.089592,0.014334,0.089864,-0.002576,0.001065,0.000000,6.283,10.873
16.540649,0.160000,-0.080000,0.140000,0.000000,0.000000,0.000000,0.096632,0.004900,0.094877,-0.002318,0.000959,0.000000,6.794,10.697
16.560528,0.080000,0.000000,0.140000,0.000000,0.000000,0.000000,0.094969,0.004410,0.099390,-0.002087,0.000863,0.000000,7.254,10.567
16.580792,0.040000,0.000000,0.060000,0.000000,0.000000,0.000000,0.089472,0.003969,0.095451,-0.001878,0.000777,0.000000,6.853,10.462
16.600565,0.140000,0.120000,0.000000,0.000000,0.000000,0.000000,0.094525,0.015572,0.085906,-0.001690,0.000699,0.000000,5.879,10.311
16.620563,0.060000,0.120000,0.200000,0.000000,0.000000,0.000000,0.091073,0.026015,0.097315,-0.001521,0.000629,0.000000,7.043,10.191
16.640605,0.080000,-0.060000,0.160000,0.000000,0.000000,0.000000,0.089965,0.017414,0.103584,-0.001369,0.000566,0.000000,7.682,10.107
16.660589,0.120000,0.020000,-0.100000,0.000000,0.000000,0.000000,0.092969,0.017672,0.083225,-0.001232,0.000510,0.000000,5.606,9.991
16.680752,0.160000,0.000000,-0.020000,0.000000,0.000000,0.000000,0.099672,0.015905,0.072903,-0.001109,0.000459,0.000000,4.553,9.834
16.700611,0.020000,0.020000,-0.120000,0.000000,0.000000,0.000000,0.091705,0.016315,0.053612,-0.000998,0.000413,0.000000,2.586,9.644
16.720624,0.160000,0.060000,0.020000,0.000000,0.000000,0.000000,0.098534,0.020683,0.050251,-0.000898,0.000371,0.000000,2.244,9.452
16.740529,0.040000,-0.020000,0.120000,0.000000,0.000000,0.000000,0.092681,0.016615,0.057226,-0.000808,0.000334,0.000000,2.955,9.271
16.760536,0.080000,0.020000,0.000000,0.000000,0.000000,0.000000,0.091413,0.016953,0.051503,-0.000728,0.000301,0.000000,2.371,9.055
16.780541,0.000000,-0.020000,0.100000,0.000000,0.000000,0.000000,0.082271,0.013258,0.056353,-0.000655,0.000271,0.000000,2.866,8.832
16.800680,0.200000,0.000000,0.000000,0.000000,0.000000,0.000000,0.094044,0.011932,0.050718,-0.000589,0.000244,0.000000,2.291,8.570
16.820573,0.220000,-0.020000,0.100000,0.000000,0.000000,0.000000,0.106640,0.008739,0.055646,-0.000530,0.000219,0.000000,2.794,8.327
16.840724,0.180000,0.100000,-0.020000,0.000000,0.000000,0.000000,0.113976,0.017865,0.048081,-0.000477,0.000197,0.000000,2.022,8.083
16.860742,0.180000,0.280000,-0.120000,-0.020000,0.000000,0.000000,0.120578,0.044079,0.031273,-0.002430,0.000178,0.000000,0.308,7.786
16.880617,0.000000,0.260000,0.080000,-0.020000,0.000000,0.000000,0.108520,0.065671,0.036146,-0.004187,0.000160,0.000000,0.805,7.507
16.900866,0.120000,0.140000,0.000000,-0.020000,0.000000,0.000000,0.109668,0.073104,0.032531,-0.005768,0.000144,0.000000,0.437,7.194
16.920639,0.060000,0.140000,-0.060000,0.000000,0.000000,0.000000,0.104702,0.079793,0.023278,-0.005191,0.000130,0.000000,-0.507,6.888
16.940647,0.060000,0.160000,0.080000,-0.020000,0.000000,0.000000,0.100231,0.087814,0.028950,-0.006672,0.000117,0.000000,0.072,6.621
16.960657,0.140000,0.060000,0.020000,0.000000,0.000000,0.000000,0.104208,0.085033,0.028055,-0.006005,0.000105,0.000000,-0.020,6.352
16.980669,0.040000,0.060000,0.000000,0.000000,0.000000,0.000000,0.097787,0.082529,0.025250,-0.005404,0.000094,0.000000,-0.306,6.098
17.000674,0.200000,0.080000,0.100000,0.000000,0.000000,0.000000,0.108009,0.082276,0.032725,-0.004864,0.000085,0.000000,0.456,5.877
17.020680,0.020000,0.040000,-0.060000,0.000000,0.000000,0.000000,0.099208,0.078049,0.023452,-0.004378,0.000076,0.000000,-0.489,5.670
17.040567,0.020000,0.020000,-0.100000,0.000000,0.000000,0.000000,0.091287,0.072244,0.011107,-0.003940,0.000069,0.000000,-1.748,5.443
17.060559,0.180000,0.120000,0.160000,0.000000,0.000000,0.000000,0.100158,0.077019,0.025996,-0.003546,0.000062,0.000000,-0.230,5.243
17.080572,0.080000,0.000000,0.000000,0.000000,0.000000,0.000000,0.098143,0.069318,0.023397,-0.003191,0.000056,0.000000,-0.495,5.042
17.100761,0.020000,0.120000,0.000000,-0.020000,0.000000,0.000000,0.090328,0.074386,0.021057,-0.004872,0.000050,0.000000,-0.733,4.829
17.120622,0.060000,0.120000,0.200000,-0.020000,0.000000,0.000000,0.087295,0.078947,0.038951,-0.006385,0.000045,0.000000,1.091,4.687
17.140638,0.180000,0.140000,-0.200000,0.000000,0.000000,0.000000,0.096566,0.085052,0.015056,-0.005746,0.000041,0.000000,-1.345,4.476
17.160640,0.160000,0.000000,0.180000,0.000000,0.000000,0.000000,0.102909,0.076547,0.031551,-0.005172,0.000037,0.000000,0.337,4.324
17.180511,0.140000,0.140000,0.000000,0.000000,0.000000,0.000000,0.106618,0.082893,0.028396,-0.004655,0.000033,0.000000,0.015,4.162
17.200546,0.080000,0.100000,0.180000,0.000000,0.000000,0.000000,0.103957,0.084603,0.043556,-0.004189,0.000030,0.000000,1.561,4.013
17.220571,0.200000,0.120000,0.020000,0.000000,0.000000,0.000000,0.113561,0.088143,0.041200,-0.003770,0.000027,0.000000,1.321,3.862
17.240550,0.060000,0.080000,0.100000,0.000000,0.000000,0.000000,0.108205,0.087329,0.047080,-0.003393,0.000024,0.000000,1.920,3.718
17.260275,0.180000,0.080000,0.000000,0.000000,0.000000,0.000000,0.115384,0.086596,0.042372,-0.003054,0.000022,0.000000,1.440,3.564
17.280748,0.200000,0.000000,0.140000,0.000000,0.000000,0.000000,0.123846,0.077936,0.052135,-0.002748,0.000019,0.000000,2.436,3.425
17.300584,0.220000,0.180000,0.060000,-0.020000,0.000000,0.000000,0.133461,0.088143,0.052922,-0.004474,0.000017,0.000000,2.516,3.308
17.320611,0.060000,0.180000,-0.020000,-0.020000,0.000000,0.000000,0.126115,0.097328,0.045629,-0.006026,0.000016,0.000000,1.772,3.187
17.340602,0.000000,0.020000,0.140000,0.000000,0.000000,0.000000,0.113504,0.089595,0.055066,-0.005424,0.000014,0.000000,2.735,3.066
17.360617,0.120000,0.080000,0.080000,0.000000,0.000000,0.000000,0.114153,0.088636,0.057560,-0.004881,0.000013,0.000000,2.989,2.948
17.380670,0.100000,0.020000,0.060000,0.000000,0.000000,0.000000,0.112738,0.081772,0.057804,-0.004393,0.000011,0.000000,3.014,2.884
17.400678,0.120000,0.100000,0.020000,0.000000,0.000000,0.000000,0.113464,0.083595,0.054023,-0.003954,0.000010,0.000000,2.628,2.772
17.420553,0.080000,0.000000,0.080000,0.000000,0.000000,0.000000,0.110118,0.075236,0.056621,-0.003558,0.000009,0.000000,2.893,2.668
17.440688,0.100000,0.120000,0.060000,0.000000,0.000000,0.000000,0.109106,0.079712,0.056959,-0.003203,0.000008,0.000000,2.928,2.570
17.460574,0.300000,0.080000,0.160000,0.000000,0.020000,0.000000,0.128195,0.079741,0.067263,-0.002882,0.002008,0.000000,3.978,2.486
17.480590,0.160000,0.040000,0.120000,0.000000,0.000000,0.000000,0.131376,0.075767,0.072537,-0.002594,0.001807,0.000000,4.516,2.443
17.500621,0.340000,0.180000,0.180000,-0.020000,0.020000,0.000000,0.152238,0.086190,0.083283,-0.004335,0.003626,0.000000,5.612,2.400
17.520623,0.220000,0.120000,0.060000,0.000000,0.000000,0.000000,0.159014,0.089571,0.080955,-0.003901,0.003263,0.000000,5.375,2.382
17.540617,0.080000,0.020000,0.020000,0.000000,0.000000,0.000000,0.151113,0.082614,0.074859,-0.003511,0.002937,0.000000,4.753,2.341
17.560630,0.000000,0.200000,0.060000,-0.020000,0.000000,0.000000,0.136002,0.094353,0.073373,-0.005160,0.002643,0.000000,4.601,2.288
17.580508,0.160000,0.000000,0.200000,0.000000,0.000000,0.000000,0.138402,0.084917,0.086036,-0.004644,0.002379,0.000000,5.893,2.268
17.600653,0.080000,0.140000,0.000000,0.000000,0.000000,0.000000,0.132561,0.090426,0.077432,-0.004180,0.002141,0.000000,5.015,2.251
17.620737,0.000000,0.020000,0.000000,0.000000,0.000000,0.000000,0.119305,0.083383,0.069689,-0.003762,0.001927,0.000000,4.226,2.195
17.640555,0.080000,0.000000,0.280000,0.000000,0.000000,0.000000,0.115375,0.075045,0.090720,-0.003385,0.001734,0.000000,6.370,2.169
17.660587,0.080000,0.060000,0.080000,0.000000,0.000000,0.000000,0.111837,0.073540,0.089648,-0.003047,0.001561,0.000000,6.261,2.182
17.680722,0.000000,0.000000,0.100000,0.000000,0.000000,0.000000,0.100654,0.066186,0.090683,-0.002742,0.001405,0.000000,6.367,2.218
17.700583,0.040000,0.160000,0.120000,-0.020000,0.000000,0.000000,0.094588,0.075568,0.093615,-0.004468,0.001264,0.000000,6.665,2.300
17.720646,0.160000,0.000000,0.120000,0.000000,0.000000,0.000000,0.101129,0.068011,0.096254,-0.004021,0.001138,0.000000,6.935,2.393
17.740619,0.100000,0.000000,-0.160000,0.000000,0.000000,0.000000,0.101016,0.061210,0.070628,-0.003619,0.001024,0.000000,4.321,2.421
17.760554,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.090915,0.055089,0.063565,-0.003257,0.000922,0.000000,3.601,2.445
17.780662,0.040000,-0.060000,0.200000,0.000000,0.000000,0.000000,0.085823,0.043580,0.077209,-0.002931,0.000830,0.000000,4.993,2.488
17.800625,0.180000,0.000000,0.020000,0.000000,0.000000,0.000000,0.095241,0.039222,0.071488,-0.002638,0.000747,0.000000,4.409,2.530
17.820670,0.140000,0.080000,0.100000,0.000000,0.000000,0.000000,0.099717,0.043300,0.074339,-0.002374,0.000672,0.000000,4.700,2.568
17.840550,0.120000,0.000000,-0.120000,0.000000,0.000000,0.000000,0.101745,0.038970,0.054905,-0.002137,0.000605,0.000000,2.718,2.582
17.860572,0.200000,0.000000,0.040000,0.000000,0.000000,0.000000,0.111571,0.035073,0.053415,-0.001923,0.000544,0.000000,2.566,2.627
17.880580,0.100000,0.160000,0.060000,0.000000,0.000000,0.000000,0.110414,0.047565,0.054073,-0.001731,0.000490,0.000000,2.633,2.664
17.900579,0.160000,0.000000,0.060000,0.000000,0.000000,0.000000,0.115372,0.042809,0.054666,-0.001558,0.000441,0.000000,2.694,2.709
17.920359,0.000000,-0.020000,0.100000,0.000000,0.000000,0.000000,0.103835,0.036528,0.059199,-0.001402,0.000397,0.000000,3.156,2.782
17.940613,0.140000,0.000000,0.160000,0.000000,0.000000,0.000000,0.107452,0.032875,0.069279,-0.001262,0.000357,0.000000,4.184,2.865
17.960601,0.160000,-0.060000,0.180000,0.000000,0.000000,0.000000,0.112706,0.023588,0.080351,-0.001136,0.000321,0.000000,5.313,2.971
17.980635,0.040000,0.060000,0.100000,0.000000,0.000000,0.000000,0.105436,0.027229,0.082316,-0.001022,0.000289,0.000000,5.513,3.088
18.000657,0.040000,0.000000,0.140000,0.000000,0.000000,0.000000,0.098892,0.024506,0.088085,-0.000920,0.000260,0.000000,6.102,3.201
18.020640,0.100000,0.000000,0.140000,0.000000,0.000000,0.000000,0.099003,0.022055,0.093276,-0.000828,0.000234,0.000000,6.631,3.343
18.040566,0.100000,0.020000,0.180000,0.000000,0.000000,0.000000,0.099103,0.021850,0.101949,-0.000745,0.000211,0.000000,7.515,3.528
18.060685,0.180000,-0.020000,0.180000,0.000000,0.000000,0.000000,0.107192,0.017665,0.109754,-0.000671,0.000190,0.000000,8.311,3.699
18.080709,0.180000,0.000000,-0.080000,0.000000,0.000000,0.000000,0.114473,0.015898,0.090778,-0.000604,0.000171,0.000000,6.376,3.836
18.100581,0.100000,-0.020000,0.200000,0.000000,0.000000,0.000000,0.113026,0.012309,0.101701,-0.000543,0.000154,0.000000,7.490,4.001
18.120595,0.120000,0.080000,0.020000,0.000000,0.000000,0.000000,0.113723,0.019078,0.093530,-0.000489,0.000138,0.000000,6.657,4.112
18.140622,0.120000,0.040000,-0.060000,0.000000,0.000000,0.000000,0.114351,0.021170,0.078177,-0.000440,0.000125,0.000000,5.091,4.241
18.160657,0.140000,0.040000,-0.080000,0.000000,0.000000,0.000000,0.116916,0.023053,0.062360,-0.000396,0.000112,0.000000,3.478,4.304
18.180649,0.160000,0.060000,0.100000,0.000000,0.000000,0.000000,0.121224,0.026748,0.066124,-0.000356,0.000101,0.000000,3.862,4.381
18.200516,0.100000,0.060000,-0.020000,0.000000,0.000000,0.000000,0.119102,0.030073,0.057511,-0.000321,0.000091,0.000000,2.984,4.409
18.220664,0.000000,-0.100000,0.120000,0.000000,0.000000,0.000000,0.107192,0.017066,0.063760,-0.000289,0.000082,0.000000,3.621,4.455
18.240682,0.080000,0.040000,-0.040000,0.000000,0.000000,0.000000,0.104472,0.019359,0.053384,-0.000260,0.000074,0.000000,2.563,4.468
18.260558,0.180000,0.060000,0.140000,0.000000,0.000000,0.000000,0.112025,0.023423,0.062046,-0.000234,0.000066,0.000000,3.446,4.508
18.280567,0.060000,0.080000,0.040000,0.000000,0.000000,0.000000,0.106823,0.029081,0.059841,-0.000210,0.000060,0.000000,3.222,4.524
18.300641,0.060000,0.020000,0.020000,0.000000,0.000000,0.000000,0.102140,0.028173,0.055857,-0.000189,0.000054,0.000000,2.815,4.530
18.320598,0.120000,0.000000,0.080000,0.000000,0.000000,0.000000,0.103926,0.025355,0.058271,-0.000170,0.000048,0.000000,3.061,4.556
18.340612,0.120000,0.020000,0.060000,0.000000,0.000000,0.000000,0.105534,0.024820,0.058444,-0.000153,0.000043,0.000000,3.079,4.563
18.360619,0.080000,0.000000,-0.040000,0.000000,0.000000,0.000000,0.102980,0.022338,0.048600,-0.000138,0.000039,0.000000,2.075,4.544
18.380776,0.220000,-0.080000,-0.120000,0.000000,0.000000,0.000000,0.114682,0.012104,0.031740,-0.000124,0.000035,0.000000,0.356,4.491
18.400644,0.020000,0.020000,0.080000,0.000000,0.000000,0.000000,0.105214,0.012894,0.036566,-0.000112,0.000032,0.000000,0.848,4.455
18.420659,0.080000,-0.120000,0.180000,0.000000,0.000000,0.000000,0.102693,-0.000396,0.050909,-0.000101,0.000028,0.000000,2.311,4.444
18.440648,0.160000,0.100000,0.020000,0.000000,0.000000,0.000000,0.108423,0.009644,0.047818,-0.000091,0.000026,0.000000,1.996,4.425
18.460538,-0.060000,-0.020000,0.080000,0.000000,0.000000,0.000000,0.091581,0.006680,0.051036,-0.000082,0.000023,0.000000,2.324,4.392
18.480569,0.000000,0.020000,0.120000,0.000000,0.000000,0.000000,0.082423,0.008012,0.057933,-0.000073,0.000021,0.000000,3.027,4.362
18.500570,0.160000,0.020000,0.160000,0.000000,0.000000,0.000000,0.090181,0.009210,0.068140,-0.000066,0.000019,0.000000,4.068,4.331
18.520586,0.060000,-0.020000,-0.060000,0.000000,0.000000,0.000000,0.087163,0.006289,0.055326,-0.000059,0.000017,0.000000,2.761,4.279
18.540596,0.160000,0.060000,-0.080000,0.000000,0.000000,0.000000,0.094446,0.011660,0.041793,-0.000053,0.000015,0.000000,1.381,4.212
18.560615,-0.080000,0.000000,0.120000,0.000000,0.000000,0.000000,0.077002,0.010494,0.049614,-0.000048,0.000014,0.000000,2.179,4.163
18.580505,0.140000,0.000000,-0.040000,0.000000,0.000000,0.000000,0.083302,0.009445,0.040652,-0.000043,0.000012,0.000000,1.265,4.071
18.600672,0.160000,0.000000,0.060000,0.000000,0.000000,0.000000,0.090971,0.008500,0.042587,-0.000039,0.000011,0.000000,1.462,4.000
18.620655,0.020000,0.140000,0.260000,-0.020000,0.000000,0.000000,0.083874,0.021650,0.064328,-0.002035,0.000010,0.000000,3.679,3.989
18.640662,0.020000,0.060000,0.120000,0.000000,0.000000,0.000000,0.077487,0.025485,0.069896,-0.001832,0.000009,0.000000,4.247,3.946
18.660664,0.080000,-0.020000,0.060000,0.000000,0.000000,0.000000,0.077738,0.020937,0.068906,-0.001648,0.000008,0.000000,4.146,3.904
18.680579,0.040000,0.160000,0.100000,-0.020000,0.000000,0.000000,0.073964,0.034843,0.072015,-0.003484,0.000007,0.000000,4.463,3.866
18.700707,0.000000,0.020000,0.000000,0.000000,0.000000,0.000000,0.066568,0.033359,0.064814,-0.003135,0.000007,0.000000,3.729,3.807
18.720590,0.040000,0.080000,-0.020000,0.000000,0.000000,0.000000,0.063911,0.038023,0.056332,-0.002822,0.000006,0.000000,2.864,3.726
18.740775,0.000000,0.060000,-0.040000,0.000000,0.000000,0.000000,0.057520,0.040221,0.046699,-0.002540,0.000005,0.000000,1.881,3.677
18.760605,0.220000,0.140000,0.000000,0.000000,0.000000,0.000000,0.073768,0.050199,0.042029,-0.002286,0.000005,0.000000,1.405,3.633
18.780657,0.040000,0.120000,-0.060000,0.000000,0.000000,0.000000,0.070391,0.057179,0.031826,-0.002057,0.000004,0.000000,0.365,3.540
18.800629,-0.020000,0.060000,0.060000,0.000000,0.000000,0.000000,0.061352,0.057461,0.034644,-0.001851,0.000004,0.000000,0.652,3.465
18.820631,0.120000,0.080000,-0.040000,0.000000,0.000000,0.000000,0.067217,0.059715,0.027179,-0.001666,0.000003,0.000000,-0.109,3.369
18.840661,-0.080000,0.140000,0.060000,-0.020000,0.000000,0.000000,0.052495,0.067743,0.030461,-0.003500,0.000003,0.000000,0.226,3.319
18.860668,0.080000,0.080000,0.060000,0.000000,0.000000,0.000000,0.055246,0.068969,0.033415,-0.003150,0.000003,0.000000,0.527,3.278
18.880564,0.140000,0.120000,-0.040000,0.000000,0.000000,0.000000,0.063721,0.074072,0.026074,-0.002835,0.000003,0.000000,-0.222,3.221
18.900559,0.060000,0.100000,0.060000,0.000000,0.000000,0.000000,0.063349,0.076665,0.029466,-0.002551,0.000002,0.000000,0.124,3.170
18.920566,0.140000,0.000000,0.100000,0.000000,0.000000,0.000000,0.071014,0.068998,0.036520,-0.002296,0.000002,0.000000,0.843,3.124
18.940585,-0.020000,0.060000,-0.080000,0.000000,0.000000,0.000000,0.061913,0.068099,0.024868,-0.002066,0.000002,0.000000,-0.345,3.033
18.960580,0.120000,0.120000,-0.280000,0.000000,0.000000,0.000000,0.067721,0.073289,-0.005619,-0.001860,0.000002,0.000000,-3.454,2.858
18.980634,0.060000,0.180000,0.000000,-0.020000,0.000000,0.000000,0.066949,0.083960,-0.005057,-0.003674,0.000001,0.000000,-3.396,2.680
19.000552,0.060000,0.160000,0.120000,-0.020000,0.000000,0.000000,0.066254,0.091564,0.007449,-0.005306,0.000001,0.000000,-2.121,2.515
19.020616,-0.100000,0.000000,0.100000,0.000000,0.000000,0.000000,0.049629,0.082407,0.016704,-0.004776,0.000001,0.000000,-1.177,2.359
19.040670,0.100000,0.120000,0.020000,0.000000,0.000000,0.000000,0.054666,0.086167,0.017033,-0.004298,0.000001,0.000000,-1.144,2.186
19.060584,0.080000,0.260000,0.020000,-0.020000,0.000000,0.000000,0.057199,0.103550,0.017330,-0.005868,0.000001,0.000000,-1.113,1.997
19.080615,0.120000,0.140000,0.200000,-0.020000,0.000000,0.000000,0.063479,0.107195,0.035597,-0.007282,0.000001,0.000000,0.749,1.885
19.100682,0.020000,0.120000,0.060000,0.000000,0.000000,0.000000,0.059132,0.108476,0.038037,-0.006553,0.000001,0.000000,0.998,1.755
19.120599,0.100000,0.020000,0.160000,0.000000,0.000000,0.000000,0.063218,0.099628,0.050234,-0.005898,0.000001,0.000000,2.242,1.667
19.140642,0.180000,0.120000,0.140000,0.000000,0.000000,0.000000,0.074897,0.101665,0.059210,-0.005308,0.000001,0.000000,3.157,1.628
19.160690,0.080000,0.180000,0.180000,-0.020000,0.000000,0.000000,0.075407,0.109499,0.071289,-0.006777,0.000001,0.000000,4.389,1.646
19.180627,-0.080000,0.000000,0.220000,0.000000,0.000000,0.000000,0.059866,0.098549,0.086160,-0.006100,0.000001,0.000000,5.905,1.687
19.200676,0.140000,0.180000,0.240000,-0.020000,0.000000,0.000000,0.067880,0.106694,0.101544,-0.007490,0.000000,0.000000,7.474,1.777
