time_s,fx_n,fy_n,fz_n,mx_nm,my_nm,mz_nm,fx_n_filtered,fy_n_filtered,fz_n_filtered,mx_nm_filtered,my_nm_filtered,mz_nm_filtered,mass_g,stable_mass_g
7.120572,0.060000,0.060000,0.000000,0.000000,0.000000,0.000000,0.118750,0.075603,0.054868,-0.003971,0.000452,0.000000,2.714,2.188
7.140685,0.100000,-0.080000,-0.040000,0.000000,0.000000,0.000000,0.116875,0.060043,0.045381,-0.003574,0.000407,0.000000,1.747,2.215
7.160663,0.040000,-0.040000,0.140000,0.000000,0.000000,0.000000,0.109188,0.050039,0.054843,-0.003216,0.000366,0.000000,2.712,2.261
7.180652,0.080000,-0.100000,0.160000,0.000000,0.000000,0.000000,0.106269,0.035035,0.065359,-0.002895,0.000330,0.000000,3.784,2.281
7.200656,0.100000,0.060000,0.100000,0.000000,0.000000,0.000000,0.105642,0.037531,0.068823,-0.002605,0.000297,0.000000,4.137,2.323
7.220623,0.200000,-0.040000,-0.020000,0.000000,0.000000,0.000000,0.115078,0.029778,0.059941,-0.002345,0.000267,0.000000,3.232,2.390
7.240626,0.060000,0.120000,0.080000,-0.020000,0.000000,0.000000,0.109570,0.038800,0.061947,-0.004110,0.000240,0.000000,3.436,2.410
7.260628,0.160000,0.040000,0.120000,0.000000,0.000000,0.000000,0.114613,0.038920,0.067752,-0.003699,0.000216,0.000000,4.028,2.440
7.280605,0.160000,0.080000,0.300000,0.000000,0.000000,0.000000,0.119152,0.043028,0.090977,-0.003329,0.000195,0.000000,6.396,2.552
7.300601,0.200000,0.100000,0.460000,0.000000,0.000000,0.000000,0.127237,0.048726,0.127879,-0.002996,0.000175,0.000000,10.159,2.719
7.320584,0.100000,0.020000,0.060000,0.000000,0.000000,0.000000,0.124513,0.045853,0.121091,-0.002697,0.000158,0.000000,9.467,2.856
7.340560,0.080000,0.020000,0.220000,0.000000,0.000000,0.000000,0.120062,0.043268,0.130982,-0.002427,0.000142,0.000000,10.476,3.033
7.360567,0.160000,0.180000,0.480000,-0.020000,0.000000,0.000000,0.124055,0.056941,0.165884,-0.004184,0.000128,0.000000,14.035,3.294
7.380700,0.240000,0.060000,0.260000,0.000000,0.020000,0.000000,0.135650,0.057247,0.175295,-0.003766,0.002115,0.000000,14.995,3.545
7.400664,0.280000,0.060000,0.340000,0.000000,0.000000,0.000000,0.150085,0.057522,0.191766,-0.003389,0.001903,0.000000,16.674,3.833
7.420643,0.160000,0.140000,0.220000,0.000000,0.000000,0.000000,0.151076,0.065770,0.194589,-0.003050,0.001713,0.000000,16.962,4.136
7.440648,0.080000,0.060000,0.240000,0.000000,0.000000,0.000000,0.143969,0.065193,0.199130,-0.002745,0.001542,0.000000,17.425,4.434
7.460641,0.180000,0.060000,0.260000,0.000000,0.000000,0.000000,0.147572,0.064674,0.205217,-0.002471,0.001388,0.000000,18.046,4.722
7.480605,0.240000,0.120000,0.300000,0.000000,0.000000,0.000000,0.156815,0.070206,0.214696,-0.002224,0.001249,0.000000,19.012,4.978
7.500604,0.180000,0.060000,0.340000,0.000000,0.000000,0.000000,0.159133,0.069186,0.227226,-0.002001,0.001124,0.000000,20.290,5.236
7.520631,0.140000,0.140000,0.340000,0.000000,0.000000,0.000000,0.157220,0.076267,0.238503,-0.001801,0.001012,0.000000,21.440,5.554
7.540595,0.240000,0.180000,0.260000,-0.020000,0.020000,0.000000,0.165498,0.086640,0.240653,-0.003621,0.002910,0.000000,21.659,5.881
7.560579,0.240000,0.120000,0.360000,0.000000,0.020000,0.000000,0.172948,0.089976,0.252588,-0.003259,0.004619,0.000000,22.876,6.221
7.580687,0.140000,0.160000,0.340000,-0.020000,0.000000,0.000000,0.169653,0.096979,0.261329,-0.004933,0.004157,0.000000,23.768,6.583
7.600561,0.140000,0.000000,0.560000,0.000000,0.000000,0.000000,0.166688,0.087281,0.291196,-0.004440,0.003742,0.000000,26.813,6.999
7.620679,0.140000,0.000000,0.380000,0.000000,0.000000,0.000000,0.164019,0.078553,0.300076,-0.003996,0.003368,0.000000,27.719,7.414
7.640652,0.240000,0.100000,0.620000,0.000000,0.000000,0.000000,0.171617,0.080697,0.332069,-0.003596,0.003031,0.000000,30.981,
7.660657,0.340000,0.180000,0.180000,-0.020000,0.020000,0.000000,0.188456,0.090628,0.316862,-0.005237,0.004728,0.000000,29.430,
7.680651,0.140000,0.140000,0.460000,-0.020000,0.000000,0.000000,0.183610,0.095565,0.331176,-0.006713,0.004255,0.000000,30.890,
7.700627,0.420000,0.220000,0.460000,-0.020000,0.020000,0.000000,0.207249,0.108008,0.344058,-0.008042,0.005829,0.000000,32.204,
7.720642,0.120000,0.180000,0.320000,-0.020000,0.000000,0.000000,0.198524,0.115208,0.341652,-0.009237,0.005246,0.000000,31.958,
7.740612,0.040000,0.040000,0.260000,0.000000,0.000000,0.000000,0.182672,0.107687,0.333487,-0.008314,0.004722,0.000000,31.126,
7.760592,0.120000,0.260000,0.340000,-0.020000,0.000000,0.000000,0.176405,0.122918,0.334138,-0.009482,0.004250,0.000000,31.192,
7.780587,0.240000,0.000000,0.560000,0.000000,0.000000,0.000000,0.182764,0.110626,0.356725,-0.008534,0.003825,0.000000,33.495,
7.800711,0.260000,0.160000,0.340000,0.000000,0.020000,0.000000,0.190488,0.115564,0.355052,-0.007681,0.005442,0.000000,33.325,
7.820704,0.300000,0.240000,0.180000,-0.020000,0.020000,0.000000,0.201439,0.128007,0.337547,-0.008913,0.006898,0.000000,31.540,
7.840538,0.120000,0.140000,0.160000,-0.020000,0.000000,0.000000,0.193295,0.129207,0.319792,-0.010021,0.006208,0.000000,29.729,
7.860677,0.160000,0.120000,0.260000,0.000000,0.000000,0.000000,0.189966,0.128286,0.313813,-0.009019,0.005587,0.000000,29.119,
7.880656,0.240000,0.000000,0.340000,0.000000,0.000000,0.000000,0.194969,0.115457,0.316432,-0.008117,0.005029,0.000000,29.386,
7.900662,0.020000,0.060000,0.380000,0.000000,0.000000,0.000000,0.177472,0.109912,0.322789,-0.007306,0.004526,0.000000,30.035,
7.920642,0.080000,0.220000,0.280000,-0.020000,0.000000,0.000000,0.167725,0.120920,0.318510,-0.008575,0.004073,0.000000,29.598,
7.940631,0.300000,0.060000,0.460000,0.000000,0.020000,0.000000,0.180952,0.114828,0.332659,-0.007718,0.005666,0.000000,31.041,
7.960640,0.280000,0.120000,0.240000,0.000000,0.020000,0.000000,0.190857,0.115346,0.323393,-0.006946,0.007099,0.000000,30.096,
7.980626,0.320000,0.140000,0.340000,0.000000,0.020000,0.000000,0.203771,0.117811,0.325054,-0.006251,0.008389,0.000000,30.266,
8.000605,0.100000,0.020000,0.320000,0.000000,0.000000,0.000000,0.193394,0.108030,0.324548,-0.005626,0.007550,0.000000,30.214,
8.020754,0.160000,0.100000,0.180000,0.000000,0.000000,0.000000,0.190055,0.107227,0.310093,-0.005063,0.006795,0.000000,28.740,
8.040791,0.180000,0.180000,0.360000,-0.020000,0.000000,0.000000,0.189049,0.114504,0.315084,-0.006557,0.006116,0.000000,29.249,
8.060700,0.160000,0.060000,0.240000,0.000000,0.000000,0.000000,0.186144,0.109054,0.307576,-0.005901,0.005504,0.000000,28.483,
8.080684,0.240000,0.180000,0.240000,-0.020000,0.000000,0.000000,0.191530,0.116148,0.300818,-0.007311,0.004954,0.000000,27.794,
8.100669,0.180000,0.140000,0.280000,-0.020000,0.000000,0.000000,0.190377,0.118534,0.298736,-0.008580,0.004458,0.000000,27.582,
8.120668,0.160000,0.240000,0.440000,-0.020000,0.000000,0.000000,0.187339,0.130680,0.312863,-0.009722,0.004013,0.000000,29.023,
8.140657,0.000000,0.000000,0.280000,0.000000,0.000000,0.000000,0.168605,0.117612,0.309576,-0.008750,0.003611,0.000000,28.687,
8.160648,0.140000,0.020000,0.360000,0.000000,0.000000,0.000000,0.165745,0.107851,0.314619,-0.007875,0.003250,0.000000,29.202,
8.180628,0.120000,0.140000,0.360000,0.000000,0.000000,0.000000,0.161170,0.111066,0.319157,-0.007087,0.002925,0.000000,29.664,
8.200611,0.080000,0.060000,0.400000,0.000000,0.000000,0.000000,0.153053,0.105959,0.327241,-0.006379,0.002633,0.000000,30.489,
8.220591,0.220000,0.120000,0.200000,0.000000,0.000000,0.000000,0.159748,0.107363,0.314517,-0.005741,0.002369,0.000000,29.191,
8.240582,0.240000,0.000000,0.200000,0.000000,0.000000,0.000000,0.167773,0.096627,0.303065,-0.005167,0.002132,0.000000,28.023,25.080
8.260592,0.160000,0.060000,0.320000,0.000000,0.000000,0.000000,0.166996,0.092964,0.304759,-0.004650,0.001919,0.000000,28.196,25.563
8.280697,0.160000,0.200000,0.360000,-0.020000,0.000000,0.000000,0.166296,0.103668,0.310283,-0.006185,0.001727,0.000000,28.759,26.011
8.300564,0.080000,0.060000,0.200000,0.000000,0.000000,0.000000,0.157667,0.099301,0.299255,-0.005567,0.001555,0.000000,27.635,26.360
8.320419,0.200000,0.200000,0.420000,-0.020000,0.000000,0.000000,0.161900,0.109371,0.311329,-0.007010,0.001399,0.000000,28.866,26.748
8.340659,0.040000,0.200000,0.200000,-0.020000,0.000000,0.000000,0.149710,0.118434,0.300196,-0.008309,0.001259,0.000000,27.731,27.093
8.360657,0.300000,0.000000,0.360000,0.000000,0.020000,0.000000,0.164739,0.106591,0.306177,-0.007478,0.003133,0.000000,28.341,27.379
8.380639,0.220000,0.240000,0.280000,-0.020000,0.000000,0.000000,0.170265,0.119931,0.303559,-0.008730,0.002820,0.000000,28.074,27.641
8.400656,0.180000,0.200000,0.260000,-0.020000,0.000000,0.000000,0.171239,0.127938,0.299203,-0.009857,0.002538,0.000000,27.630,27.860
8.420630,0.180000,0.220000,0.160000,-0.020000,0.000000,0.000000,0.172115,0.137144,0.285283,-0.010871,0.002284,0.000000,26.210,28.045
8.440601,0.160000,0.040000,0.420000,0.000000,0.000000,0.000000,0.170903,0.127430,0.298754,-0.009784,0.002056,0.000000,27.584,28.248
8.460605,0.080000,0.080000,0.340000,0.000000,0.000000,0.000000,0.161813,0.122687,0.302879,-0.008806,0.001850,0.000000,28.004,28.447
8.480581,0.100000,0.100000,0.140000,0.000000,0.000000,0.000000,0.155632,0.120418,0.286591,-0.007925,0.001665,0.000000,26.344,28.594
8.500578,0.300000,0.180000,0.060000,-0.020000,0.020000,0.000000,0.170068,0.126376,0.263932,-0.009133,0.003499,0.000000,24.033,28.669
8.520570,0.180000,0.220000,0.420000,-0.020000,0.000000,0.000000,0.171062,0.135739,0.279539,-0.010219,0.003149,0.000000,25.624,28.752
8.540583,0.180000,0.160000,0.440000,0.000000,0.000000,0.000000,0.171955,0.138165,0.295585,-0.009198,0.002834,0.000000,27.261,28.864
8.560681,0.100000,0.080000,0.180000,0.000000,0.000000,0.000000,0.164760,0.132348,0.284026,-0.008278,0.002551,0.000000,26.082,28.929
8.580657,0.360000,0.160000,0.240000,0.000000,0.020000,0.000000,0.184284,0.135114,0.279624,-0.007450,0.004295,0.000000,25.633,28.966
8.600647,0.100000,0.040000,0.620000,0.000000,0.000000,0.000000,0.175856,0.125602,0.313661,-0.006705,0.003866,0.000000,29.104,29.012
8.620717,0.180000,0.080000,0.440000,0.000000,0.000000,0.000000,0.176270,0.121042,0.326295,-0.006035,0.003479,0.000000,30.392,29.065
8.640639,0.240000,0.100000,0.300000,0.000000,0.000000,0.000000,0.182643,0.118938,0.323666,-0.005431,0.003131,0.000000,30.124,29.048
8.660631,0.300000,0.160000,0.180000,-0.020000,0.020000,0.000000,0.194379,0.123044,0.309299,-0.006888,0.004818,0.000000,28.659,29.033
8.680764,0.200000,0.020000,0.260000,0.000000,0.000000,0.000000,0.194941,0.112740,0.304369,-0.006199,0.004336,0.000000,28.156,28.978
8.700605,0.220000,0.040000,0.340000,0.000000,0.000000,0.000000,0.197447,0.105466,0.307932,-0.005579,0.003903,0.000000,28.520,28.904
8.720594,0.240000,0.140000,0.280000,-0.020000,0.000000,0.000000,0.201702,0.108919,0.305139,-0.007021,0.003513,0.000000,28.235,28.830
8.740579,0.080000,0.240000,0.100000,-0.020000,0.000000,0.000000,0.189532,0.122027,0.284625,-0.008319,0.003161,0.000000,26.143,28.730
8.760699,0.060000,0.160000,0.300000,-0.020000,0.000000,0.000000,0.176579,0.125824,0.286163,-0.009487,0.002845,0.000000,26.300,28.632
8.780683,0.180000,0.100000,0.360000,0.000000,0.000000,0.000000,0.176921,0.123242,0.293546,-0.008539,0.002561,0.000000,27.053,28.503
8.800667,0.160000,0.020000,0.320000,0.000000,0.000000,0.000000,0.175229,0.112918,0.296192,-0.007685,0.002305,0.000000,27.323,28.383
8.820647,0.020000,0.020000,0.440000,0.000000,0.000000,0.000000,0.159706,0.103626,0.310573,-0.006916,0.002074,0.000000,28.789,28.328
8.840643,0.120000,0.100000,0.140000,-0.020000,0.000000,0.000000,0.155735,0.103263,0.293515,-0.008225,0.001867,0.000000,27.050,28.275
8.860642,0.100000,0.160000,0.000000,-0.020000,0.000000,0.000000,0.150162,0.108937,0.264164,-0.009402,0.001680,0.000000,24.057,28.174
8.880630,0.120000,0.020000,0.140000,0.000000,0.000000,0.000000,0.147146,0.100043,0.251747,-0.008462,0.001512,0.000000,22.791,28.042
8.900737,0.020000,0.000000,0.260000,0.000000,0.000000,0.000000,0.134431,0.090039,0.252573,-0.007616,0.001361,0.000000,22.875,27.898
8.920603,0.000000,-0.020000,0.180000,0.000000,0.000000,0.000000,0.120988,0.079035,0.245315,-0.006854,0.001225,0.000000,22.135,27.749
8.940590,0.040000,0.020000,0.000000,0.000000,0.000000,0.000000,0.112889,0.073132,0.220784,-0.006169,0.001102,0.000000,19.633,27.521
8.960579,0.100000,0.040000,0.220000,0.000000,0.000000,0.000000,0.111600,0.069818,0.220705,-0.005552,0.000992,0.000000,19.625,27.312
8.980566,0.180000,0.080000,0.420000,0.000000,0.000000,0.000000,0.118440,0.070837,0.240635,-0.004997,0.000893,0.000000,21.657,27.139
9.000690,0.060000,0.040000,0.100000,0.000000,0.000000,0.000000,0.112596,0.067753,0.226571,-0.004497,0.000804,0.000000,20.223,26.940
9.020662,0.020000,0.100000,0.080000,0.000000,0.000000,0.000000,0.103337,0.070978,0.211914,-0.004047,0.000723,0.000000,18.729,26.739
9.040536,0.040000,0.060000,0.060000,0.000000,0.000000,0.000000,0.097003,0.069880,0.196723,-0.003643,0.000651,0.000000,17.180,26.498
9.060667,0.100000,0.020000,0.140000,0.000000,0.000000,0.000000,0.097303,0.064892,0.191051,-0.003278,0.000586,0.000000,16.601,26.260
9.080643,0.200000,0.120000,0.300000,0.000000,0.000000,0.000000,0.107572,0.070403,0.201946,-0.002950,0.000527,0.000000,17.712,26.059
9.100632,0.100000,0.240000,0.020000,-0.020000,0.000000,0.000000,0.106815,0.087362,0.183751,-0.004655,0.000474,0.000000,15.857,25.824
9.120633,0.240000,0.060000,0.340000,0.000000,0.020000,0.000000,0.120134,0.084626,0.199376,-0.004190,0.002427,0.000000,17.450,25.593
9.140621,0.140000,-0.020000,0.200000,0.000000,0.000000,0.000000,0.122120,0.074164,0.199438,-0.003771,0.002184,0.000000,17.456,25.368
9.160610,0.020000,0.080000,0.240000,0.000000,0.000000,0.000000,0.111908,0.074747,0.203494,-0.003394,0.001966,0.000000,17.870,25.141
9.180607,0.000000,0.120000,-0.060000,0.000000,0.000000,0.000000,0.100717,0.079272,0.177145,-0.003054,0.001769,0.000000,15.183,24.852
9.200715,0.160000,0.000000,0.060000,0.000000,0.000000,0.000000,0.106646,0.071345,0.165431,-0.002749,0.001592,0.000000,13.989,24.522
9.220552,0.040000,0.020000,0.380000,0.000000,0.000000,0.000000,0.099981,0.066211,0.186887,-0.002474,0.001433,0.000000,16.177,24.262
9.240571,0.160000,0.120000,0.220000,-0.020000,0.000000,0.000000,0.105983,0.071590,0.190199,-0.004227,0.001290,0.000000,16.514,24.031
9.260705,0.100000,0.180000,0.000000,-0.020000,0.000000,0.000000,0.105385,0.082431,0.171179,-0.005804,0.001161,0.000000,14.575,23.759
9.280665,0.140000,0.060000,0.060000,0.000000,0.000000,0.000000,0.108846,0.080188,0.160061,-0.005224,0.001045,0.000000,13.441,23.453
9.300646,0.100000,0.120000,0.160000,0.000000,0.000000,0.000000,0.107962,0.084169,0.160055,-0.004701,0.000940,0.000000,13.440,23.169
9.320645,0.060000,0.000000,0.180000,0.000000,0.000000,0.000000,0.103165,0.075752,0.162049,-0.004231,0.000846,0.000000,13.644,22.864
9.340626,0.000000,0.000000,0.200000,0.000000,0.000000,0.000000,0.092849,0.068177,0.165844,-0.003808,0.000762,0.000000,14.031,22.590
9.360619,0.020000,0.080000,0.300000,0.000000,0.000000,0.000000,0.085564,0.069359,0.179260,-0.003427,0.000685,0.000000,15.399,22.331
9.380612,0.100000,-0.020000,0.280000,0.000000,0.000000,0.000000,0.087008,0.060423,0.189334,-0.003084,0.000617,0.000000,16.426,22.098
9.400600,0.140000,0.060000,0.060000,0.000000,0.000000,0.000000,0.092307,0.060381,0.176401,-0.002776,0.000555,0.000000,15.107,21.848
9.420580,0.100000,0.000000,0.060000,0.000000,0.000000,0.000000,0.093076,0.054343,0.164761,-0.002498,0.000500,0.000000,13.920,21.602
9.440573,0.180000,0.080000,0.320000,0.000000,0.000000,0.000000,0.101769,0.056909,0.180284,-0.002249,0.000450,0.000000,15.503,21.361
9.460565,0.060000,0.000000,0.180000,0.000000,0.000000,0.000000,0.097592,0.051218,0.180256,-0.002024,0.000405,0.000000,15.500,21.110
9.480695,0.100000,0.080000,0.260000,0.000000,0.000000,0.000000,0.097833,0.054096,0.188230,-0.001821,0.000364,0.000000,16.314,20.910
9.500816,0.060000,0.140000,0.260000,0.000000,0.000000,0.000000,0.094049,0.062686,0.195407,-0.001639,0.000328,0.000000,17.045,20.770
9.520670,0.100000,0.040000,0.160000,0.000000,0.000000,0.000000,0.094644,0.060418,0.191867,-0.001475,0.000295,0.000000,16.684,20.591
9.540657,0.140000,0.060000,0.160000,0.000000,0.000000,0.000000,0.099180,0.060376,0.188680,-0.001328,0.000266,0.000000,16.359,20.373
9.560787,0.100000,0.140000,0.240000,0.000000,0.000000,0.000000,0.099262,0.068338,0.193812,-0.001195,0.000239,0.000000,16.883,20.189
9.580682,0.040000,0.140000,0.120000,0.000000,0.000000,0.000000,0.093336,0.075504,0.186431,-0.001075,0.000215,0.000000,16.130,19.999
9.600801,0.040000,0.000000,0.000000,0.000000,0.000000,0.000000,0.088002,0.067954,0.167788,-0.000968,0.000194,0.000000,14.229,19.702
9.620791,0.100000,0.020000,0.160000,0.000000,0.000000,0.000000,0.089202,0.063159,0.167009,-0.000871,0.000174,0.000000,14.150,19.377
9.640746,0.140000,0.200000,0.280000,-0.020000,0.000000,0.000000,0.094282,0.076843,0.178308,-0.002784,0.000157,0.000000,15.302,19.080
9.660705,0.160000,0.200000,0.300000,-0.020000,0.000000,0.000000,0.100854,0.089158,0.190477,-0.004506,0.000141,0.000000,16.543,18.838
9.680597,0.200000,0.120000,0.300000,0.000000,0.000000,0.000000,0.110768,0.092243,0.201430,-0.004055,0.000127,0.000000,17.660,18.628
9.700764,0.260000,0.120000,0.240000,0.000000,0.020000,0.000000,0.125691,0.095018,0.205287,-0.003650,0.002114,0.000000,18.053,18.419
9.720701,0.160000,0.240000,0.300000,-0.020000,0.000000,0.000000,0.129122,0.109517,0.214758,-0.005285,0.001903,0.000000,19.019,18.235
9.740688,0.140000,0.140000,0.200000,-0.020000,0.000000,0.000000,0.130210,0.112565,0.213282,-0.006756,0.001713,0.000000,18.868,18.089
9.760849,0.220000,0.140000,0.400000,-0.020000,0.000000,0.000000,0.139189,0.115308,0.231954,-0.008081,0.001541,0.000000,20.772,17.978
9.780673,0.040000,0.120000,0.240000,0.000000,0.000000,0.000000,0.129270,0.115778,0.232759,-0.007272,0.001387,0.000000,20.854,17.855
9.800662,0.180000,0.240000,0.440000,-0.020000,0.000000,0.000000,0.134343,0.128200,0.253483,-0.008545,0.001248,0.000000,22.967,17.767
9.820781,0.120000,0.140000,0.340000,-0.020000,0.000000,0.000000,0.132909,0.129380,0.262134,-0.009691,0.001124,0.000000,23.850,17.669
9.840758,0.120000,0.080000,0.500000,0.000000,0.000000,0.000000,0.131618,0.124442,0.285921,-0.008722,0.001011,0.000000,26.275,17.653
9.860629,0.260000,0.060000,0.280000,0.000000,0.020000,0.000000,0.144456,0.117998,0.285329,-0.007849,0.002910,0.000000,26.215,17.696
9.880728,0.040000,0.180000,0.220000,-0.020000,0.000000,0.000000,0.134011,0.124198,0.278796,-0.009065,0.002619,0.000000,25.549,17.751
9.900750,0.060000,0.140000,0.160000,0.000000,0.000000,0.000000,0.126609,0.125778,0.266916,-0.008158,0.002357,0.000000,24.337,17.781
9.920705,0.100000,0.140000,0.460000,-0.020000,0.000000,0.000000,0.123949,0.127200,0.286225,-0.009342,0.002121,0.000000,26.306,17.864
9.940731,0.100000,0.060000,0.160000,0.000000,0.000000,0.000000,0.121554,0.120480,0.273602,-0.008408,0.001909,0.000000,25.019,17.972
9.960715,0.060000,0.140000,0.060000,-0.020000,0.000000,0.000000,0.115398,0.122432,0.252242,-0.009567,0.001718,0.000000,22.841,18.036
9.981567,0.140000,0.120000,0.220000,0.000000,0.000000,0.000000,0.117858,0.122189,0.249018,-0.008611,0.001547,0.000000,22.512,18.053
10.000675,0.180000,0.120000,0.080000,-0.020000,0.000000,0.000000,0.124073,0.121970,0.232116,-0.009749,0.001392,0.000000,20.789,18.065
10.020672,0.120000,0.140000,0.220000,-0.020000,0.000000,0.000000,0.123665,0.123773,0.230904,-0.010775,0.001253,0.000000,20.665,18.103
10.040673,0.040000,0.120000,0.140000,-0.020000,0.000000,0.000000,0.115299,0.123396,0.221814,-0.011697,0.001127,0.000000,19.738,18.154
10.060635,0.160000,0.160000,0.200000,-0.020000,0.000000,0.000000,0.119769,0.127056,0.219633,-0.012527,0.001015,0.000000,19.516,18.213
10.080624,0.060000,0.180000,0.080000,-0.020000,0.000000,0.000000,0.113792,0.132351,0.205669,-0.013275,0.000913,0.000000,18.092,18.220
10.100942,0.000000,0.040000,0.100000,0.000000,0.000000,0.000000,0.102413,0.123116,0.195102,-0.011947,0.000822,0.000000,17.014,18.244
10.120720,0.200000,0.120000,0.160000,0.000000,0.000000,0.000000,0.112172,0.122804,0.191592,-0.010752,0.000740,0.000000,16.656,18.228
10.140735,0.160000,0.120000,0.180000,0.000000,0.000000,0.000000,0.116954,0.122524,0.190433,-0.009677,0.000666,0.000000,16.538,18.209
10.160712,0.120000,0.000000,0.200000,0.000000,0.000000,0.000000,0.117259,0.110271,0.191390,-0.008709,0.000599,0.000000,16.636,18.185
10.180723,0.020000,0.080000,0.280000,0.000000,0.000000,0.000000,0.107533,0.107244,0.200251,-0.007839,0.000539,0.000000,17.539,18.232
10.200759,0.040000,0.000000,0.000000,0.000000,0.000000,0.000000,0.100780,0.096520,0.180226,-0.007055,0.000485,0.000000,15.497,18.262
10.220839,0.140000,0.080000,0.280000,0.000000,0.000000,0.000000,0.104702,0.094868,0.190203,-0.006349,0.000437,0.000000,16.515,18.269
10.240816,0.080000,0.120000,0.500000,0.000000,0.000000,0.000000,0.102232,0.097381,0.221183,-0.005714,0.000393,0.000000,19.674,18.332
10.260651,0.340000,0.160000,0.400000,-0.020000,0.020000,0.000000,0.126008,0.103643,0.239064,-0.007143,0.002354,0.000000,21.497,18.470
10.280659,0.140000,0.040000,0.260000,0.000000,0.000000,0.000000,0.127408,0.097279,0.241158,-0.006429,0.002118,0.000000,21.711,18.636
10.300740,0.340000,0.140000,0.260000,0.000000,0.020000,0.000000,0.148667,0.101551,0.243042,-0.005786,0.003907,0.000000,21.903,18.805
10.320741,0.120000,0.100000,0.420000,-0.020000,0.000000,0.000000,0.145800,0.101396,0.260738,-0.007207,0.003516,0.000000,23.707,19.006
10.340611,0.100000,0.120000,0.280000,0.000000,0.000000,0.000000,0.141220,0.103256,0.262664,-0.006486,0.003164,0.000000,23.904,19.204
10.361863,-0.020000,0.060000,0.200000,0.000000,0.000000,0.000000,0.125098,0.098930,0.256398,-0.005838,0.002848,0.000000,23.265,19.361
10.380723,0.060000,0.020000,0.060000,0.000000,0.000000,0.000000,0.118588,0.091037,0.236758,-0.005254,0.002563,0.000000,21.262,19.458
10.400752,0.200000,0.180000,0.140000,-0.020000,0.000000,0.000000,0.126729,0.099934,0.227082,-0.006729,0.002307,0.000000,20.275,19.561
10.420703,0.080000,0.000000,0.180000,0.000000,0.000000,0.000000,0.122057,0.089940,0.222374,-0.006056,0.002076,0.000000,19.795,19.679
10.440714,0.200000,0.120000,0.020000,0.000000,0.020000,0.000000,0.129851,0.092946,0.202137,-0.005450,0.003869,0.000000,17.732,19.723
10.460698,0.060000,0.080000,0.060000,0.000000,0.000000,0.000000,0.122866,0.091652,0.187923,-0.004905,0.003482,0.000000,16.282,19.739
10.480700,0.100000,0.180000,0.140000,-0.020000,0.000000,0.000000,0.120579,0.100486,0.183131,-0.006415,0.003133,0.000000,15.794,19.728
10.500814,0.060000,0.180000,0.140000,-0.020000,0.000000,0.000000,0.114521,0.108438,0.178818,-0.007773,0.002820,0.000000,15.354,19.695
10.520650,-0.060000,0.060000,0.000000,0.000000,0.000000,0.000000,0.097069,0.103594,0.160936,-0.006996,0.002538,0.000000,13.530,19.631
10.540750,0.040000,0.040000,0.320000,0.000000,0.000000,0.000000,0.091362,0.097235,0.176842,-0.006296,0.002284,0.000000,15.152,19.607
10.560797,0.100000,0.060000,0.260000,0.000000,0.000000,0.000000,0.092226,0.093511,0.185158,-0.005667,0.002056,0.000000,16.000,19.590
10.580762,0.180000,0.060000,0.220000,0.000000,0.000000,0.000000,0.101003,0.090160,0.188642,-0.005100,0.001850,0.000000,16.356,19.594
10.600743,0.000000,0.060000,0.160000,0.000000,0.000000,0.000000,0.090903,0.087144,0.185778,-0.004590,0.001665,0.000000,16.063,19.631
10.620746,0.000000,-0.020000,0.220000,0.000000,0.000000,0.000000,0.081813,0.076430,0.189200,-0.004131,0.001499,0.000000,16.412,19.676
10.640726,0.140000,0.120000,0.240000,0.000000,0.000000,0.000000,0.087631,0.080787,0.194280,-0.003718,0.001349,0.000000,16.930,19.709
10.660729,0.100000,0.240000,0.120000,-0.020000,0.000000,0.000000,0.088868,0.096708,0.186852,-0.005346,0.001214,0.000000,16.173,19.701
10.680700,0.100000,0.180000,0.060000,0.000000,0.000000,0.000000,0.089982,0.105037,0.174167,-0.004811,0.001093,0.000000,14.879,19.646
10.700679,0.060000,0.180000,0.200000,-0.020000,0.000000,0.000000,0.086983,0.112533,0.176750,-0.006330,0.000983,0.000000,15.143,19.587
10.720669,0.080000,0.140000,0.220000,-0.020000,0.000000,0.000000,0.086285,0.115280,0.181075,-0.007697,0.000885,0.000000,15.584,19.519
10.740989,0.060000,0.160000,0.060000,0.000000,0.000000,0.000000,0.083657,0.119752,0.168968,-0.006928,0.000796,0.000000,14.349,19.428
10.760663,0.000000,0.060000,0.160000,0.000000,0.000000,0.000000,0.075291,0.113777,0.168071,-0.006235,0.000717,0.000000,14.258,19.298
10.780712,0.040000,0.020000,0.260000,0.000000,0.000000,0.000000,0.071762,0.104399,0.177264,-0.005611,0.000645,0.000000,15.195,19.185
10.800613,0.080000,0.080000,-0.020000,0.000000,0.000000,0.000000,0.072586,0.101959,0.157537,-0.005050,0.000581,0.000000,13.184,18.989
10.820609,-0.020000,0.180000,0.100000,-0.020000,0.000000,0.000000,0.063327,0.109763,0.151784,-0.006545,0.000523,0.000000,12.597,18.764
10.840737,0.020000,0.040000,0.440000,0.000000,0.000000,0.000000,0.058994,0.102787,0.180605,-0.005891,0.000470,0.000000,15.536,18.549
10.860697,0.080000,0.180000,0.260000,-0.020000,0.000000,0.000000,0.061095,0.110508,0.188545,-0.007302,0.000423,0.000000,16.346,18.352
