time_s,fx_n,fy_n,fz_n,mx_nm,my_nm,mz_nm
0.560644,0.020000,-0.020000,0.140000,0.000000,0.000000,0.000000
0.580741,0.140000,-0.020000,0.440000,0.000000,0.000000,0.000000
0.600686,0.040000,0.020000,0.180000,0.000000,0.000000,0.000000
0.620637,0.000000,0.020000,0.180000,0.000000,0.000000,0.000000
0.640761,0.040000,0.060000,-0.040000,0.000000,0.000000,0.000000
0.660705,0.080000,0.160000,0.020000,-0.020000,0.000000,0.000000
0.680619,0.120000,0.120000,-0.020000,0.000000,0.000000,0.000000
0.700605,0.060000,0.080000,0.080000,0.000000,0.000000,0.000000
0.720670,0.060000,0.120000,-0.060000,0.000000,0.000000,0.000000
0.740654,0.240000,-0.020000,-0.040000,0.000000,0.020000,0.000000
0.760599,0.100000,0.000000,0.140000,0.000000,0.000000,0.000000
0.780662,0.060000,-0.120000,0.260000,0.000000,0.000000,0.000000
0.800636,0.260000,0.020000,-0.020000,0.000000,0.000000,0.000000
0.820736,0.100000,0.000000,0.000000,0.000000,0.000000,0.000000
0.840670,0.020000,0.000000,-0.100000,0.000000,0.000000,0.000000
0.860806,0.000000,0.040000,0.100000,0.000000,0.000000,0.000000
0.880733,0.120000,0.000000,0.080000,0.000000,0.000000,0.000000
0.900694,0.080000,0.120000,0.020000,-0.020000,0.000000,0.000000
0.920640,0.040000,0.020000,-0.040000,0.000000,0.000000,0.000000
0.940756,0.040000,0.100000,0.000000,0.000000,0.000000,0.000000
0.960677,-0.180000,0.100000,0.000000,0.000000,0.000000,0.000000
0.980643,0.060000,0.160000,-0.060000,0.000000,0.000000,0.000000
1.000597,0.200000,0.060000,0.000000,0.000000,0.000000,0.000000
1.020797,0.000000,0.060000,0.000000,0.000000,0.000000,0.000000
1.040769,0.020000,0.000000,0.020000,0.000000,0.000000,0.000000
1.060737,0.120000,0.000000,-0.080000,0.000000,0.000000,0.000000
1.080680,0.080000,0.140000,-0.180000,-0.020000,0.000000,0.000000
1.100679,0.100000,0.020000,0.040000,0.000000,0.000000,0.000000
1.120767,0.080000,0.020000,0.060000,0.000000,0.000000,0.000000
1.140679,0.100000,-0.060000,0.240000,0.000000,0.000000,0.000000
1.160644,0.100000,0.000000,0.060000,0.000000,0.000000,0.000000
1.180722,0.080000,-0.020000,0.080000,0.000000,0.000000,0.000000
1.200685,0.140000,0.120000,0.020000,0.000000,0.000000,0.000000
1.220646,0.120000,-0.060000,0.200000,0.000000,0.000000,0.000000
1.240589,0.180000,0.180000,0.040000,-0.020000,0.000000,0.000000
1.260538,0.040000,0.080000,0.180000,0.000000,0.000000,0.000000
1.280627,0.040000,0.100000,0.120000,0.000000,0.000000,0.000000
1.300597,0.120000,0.120000,-0.080000,0.000000,0.000000,0.000000
1.320667,0.040000,0.200000,0.080000,-0.020000,0.000000,0.000000
1.340648,0.060000,0.020000,0.120000,0.000000,0.000000,0.000000
1.360730,0.100000,0.180000,0.060000,0.000000,0.000000,0.000000
1.380718,0.140000,0.060000,-0.140000,0.000000,0.000000,0.000000
1.400611,0.140000,-0.020000,0.000000,0.000000,0.000000,0.000000
1.420578,0.080000,0.000000,0.040000,0.000000,0.000000,0.000000
1.440670,0.200000,0.180000,-0.180000,0.000000,0.000000,0.000000
1.460665,0.100000,-0.040000,0.080000,0.000000,0.000000,0.000000
1.480724,-0.060000,0.060000,0.200000,0.000000,0.000000,0.000000
1.500674,0.080000,0.080000,0.020000,0.000000,0.000000,0.000000
1.520627,0.140000,0.300000,0.100000,-0.020000,0.000000,0.000000
1.540716,0.200000,0.120000,0.260000,0.000000,0.020000,0.000000
1.560688,0.040000,0.120000,0.100000,0.000000,0.000000,0.000000
1.580637,0.120000,0.020000,0.100000,0.000000,0.000000,0.000000
1.600714,-0.060000,0.120000,0.260000,0.000000,0.000000,0.000000
1.620678,0.120000,0.060000,0.040000,0.000000,0.000000,0.000000
1.640631,0.020000,0.080000,0.160000,0.000000,0.000000,0.000000
1.660714,0.020000,0.060000,0.000000,0.000000,0.000000,0.000000
1.680694,0.060000,0.000000,0.100000,0.000000,0.000000,0.000000
1.700623,0.040000,0.060000,0.160000,0.000000,0.000000,0.000000
1.720582,-0.020000,0.060000,-0.040000,0.000000,0.000000,0.000000
1.740723,-0.040000,0.120000,-0.120000,0.000000,0.000000,0.000000
1.760611,0.000000,0.080000,0.120000,0.000000,0.000000,0.000000
1.780581,0.040000,0.080000,0.080000,0.000000,0.000000,0.000000
1.800669,0.060000,0.000000,-0.060000,0.000000,0.000000,0.000000
1.820643,0.020000,0.040000,0.280000,0.000000,0.000000,0.000000
1.840712,0.100000,0.140000,-0.080000,0.000000,0.000000,0.000000
1.860667,0.100000,0.120000,-0.040000,0.000000,0.000000,0.000000
1.880780,-0.060000,0.240000,-0.200000,-0.020000,0.000000,0.000000
1.900707,0.200000,0.140000,0.240000,-0.020000,0.000000,0.000000
1.920807,0.060000,0.020000,0.100000,0.000000,0.000000,0.000000
1.940632,0.100000,0.120000,0.080000,-0.020000,0.000000,0.000000
1.960695,0.220000,0.140000,-0.060000,-0.020000,0.000000,0.000000
1.980656,0.000000,0.080000,0.060000,0.000000,0.000000,0.000000
2.000627,0.020000,0.060000,-0.080000,0.000000,0.000000,0.000000
2.020731,0.120000,-0.080000,0.160000,0.000000,0.000000,0.000000
2.040652,0.100000,0.020000,0.020000,0.000000,0.000000,0.000000
2.060754,-0.020000,0.060000,-0.020000,0.000000,0.000000,0.000000
2.080745,0.060000,0.040000,0.000000,0.000000,0.000000,0.000000
2.100680,0.180000,0.180000,0.120000,-0.020000,0.000000,0.000000
2.120630,0.200000,0.140000,0.180000,0.000000,0.000000,0.000000
2.140712,0.140000,-0.020000,-0.060000,0.000000,0.000000,0.000000
2.160651,0.120000,0.180000,0.060000,-0.020000,0.000000,0.000000
2.180606,0.200000,0.080000,0.060000,0.000000,0.020000,0.000000
2.200739,0.020000,-0.080000,-0.080000,0.000000,0.000000,0.000000
2.220691,0.000000,-0.100000,0.000000,0.000000,0.000000,0.000000
2.240648,0.160000,0.040000,0.200000,0.000000,0.000000,0.000000
2.260781,0.040000,0.120000,-0.080000,-0.020000,0.000000,0.000000
2.280703,0.180000,-0.040000,0.020000,0.000000,0.000000,0.000000
2.300617,0.080000,0.120000,0.060000,0.000000,0.000000,0.000000
2.320702,0.040000,-0.100000,0.020000,0.000000,0.000000,0.000000
2.340658,0.000000,0.120000,0.120000,-0.020000,0.000000,0.000000
2.360747,0.100000,0.200000,0.000000,-0.020000,0.000000,0.000000
2.380700,0.080000,0.060000,-0.040000,0.000000,0.000000,0.000000
2.400690,0.040000,-0.140000,0.200000,0.000000,0.000000,0.000000
2.420604,0.060000,0.080000,-0.040000,0.000000,0.000000,0.000000
2.440693,0.140000,0.140000,0.080000,0.000000,0.000000,0.000000
2.460652,0.120000,0.020000,0.180000,0.000000,0.000000,0.000000
2.480624,0.080000,0.060000,0.000000,0.000000,0.000000,0.000000
2.500716,0.000000,0.000000,0.060000,0.000000,0.000000,0.000000
2.520660,0.120000,0.080000,0.120000,0.000000,0.000000,0.000000
2.540604,0.040000,0.080000,0.100000,0.000000,0.000000,0.000000
2.560689,0.000000,0.120000,0.020000,0.000000,0.000000,0.000000
2.580690,0.040000,0.060000,-0.020000,0.000000,0.000000,0.000000
2.600625,0.120000,0.240000,0.000000,-0.020000,0.000000,0.000000
2.620695,0.080000,-0.020000,0.260000,0.000000,0.000000,0.000000
2.640664,0.060000,0.000000,-0.160000,0.000000,0.000000,0.000000
2.660619,0.120000,0.080000,0.060000,0.000000,0.000000,0.000000
2.680673,0.180000,0.000000,0.100000,0.000000,0.000000,0.000000
2.700644,0.180000,0.020000,0.100000,0.000000,0.000000,0.000000
2.720622,0.120000,-0.020000,0.000000,0.000000,0.000000,0.000000
2.740760,0.120000,0.080000,-0.100000,0.000000,0.000000,0.000000
2.760659,0.080000,0.020000,-0.040000,0.000000,0.000000,0.000000
2.780596,0.060000,0.060000,0.040000,0.000000,0.000000,0.000000
2.800688,0.180000,0.040000,0.060000,0.000000,0.000000,0.000000
2.820647,0.240000,0.000000,0.220000,0.000000,0.020000,0.000000
2.840613,0.160000,-0.020000,-0.100000,0.000000,0.000000,0.000000
2.860690,0.180000,0.020000,0.000000,0.000000,0.000000,0.000000
2.880648,0.200000,0.000000,0.100000,0.000000,0.000000,0.000000
2.900611,0.020000,0.120000,-0.060000,0.000000,0.000000,0.000000
2.920722,0.040000,0.060000,0.080000,0.000000,0.000000,0.000000
2.940552,0.120000,0.020000,-0.120000,0.000000,0.000000,0.000000
2.960573,0.060000,0.020000,0.060000,0.000000,0.000000,0.000000
2.980668,0.220000,0.140000,-0.040000,0.000000,0.000000,0.000000
3.000655,-0.020000,-0.100000,0.100000,0.000000,0.000000,0.000000
3.020679,0.080000,0.060000,0.120000,0.000000,0.000000,0.000000
3.040638,0.100000,0.240000,0.160000,-0.020000,0.000000,0.000000
3.060784,0.120000,-0.040000,0.060000,0.000000,0.000000,0.000000
3.080604,0.060000,0.020000,0.000000,0.000000,0.000000,0.000000
3.100644,0.080000,0.100000,0.140000,0.000000,0.000000,0.000000
3.120606,0.120000,0.040000,0.060000,0.000000,0.000000,0.000000
3.140597,0.020000,-0.020000,0.140000,0.000000,0.000000,0.000000
3.160585,0.140000,0.060000,0.060000,0.000000,0.000000,0.000000
3.180671,0.100000,0.000000,-0.060000,0.000000,0.000000,0.000000
3.200557,0.160000,-0.060000,-0.100000,0.000000,0.000000,0.000000
3.220657,0.000000,0.060000,0.060000,0.000000,0.000000,0.000000
3.240633,0.140000,-0.040000,0.180000,0.000000,0.000000,0.000000
3.260658,0.100000,0.000000,0.040000,0.000000,0.000000,0.000000
3.280628,0.180000,0.080000,0.000000,0.000000,0.000000,0.000000
3.300629,0.260000,0.060000,0.060000,0.000000,0.020000,0.000000
3.320737,0.140000,0.020000,0.000000,0.000000,0.000000,0.000000
3.340594,0.040000,-0.120000,0.060000,0.000000,0.000000,0.000000
3.360764,0.060000,0.160000,-0.100000,0.000000,0.000000,0.000000
3.380693,0.160000,-0.060000,0.040000,0.000000,0.000000,0.000000
3.400553,0.080000,0.200000,-0.080000,-0.020000,0.000000,0.000000
3.420698,0.100000,0.000000,0.080000,0.000000,0.000000,0.000000
3.440663,0.100000,0.060000,-0.040000,0.000000,0.000000,0.000000
3.460632,0.040000,0.080000,0.000000,0.000000,0.000000,0.000000
3.480624,0.000000,0.180000,0.060000,-0.020000,0.000000,0.000000
3.500619,0.040000,0.080000,-0.120000,0.000000,0.000000,0.000000
3.520615,0.040000,0.080000,0.140000,0.000000,0.000000,0.000000
3.540604,0.060000,0.120000,0.020000,-0.020000,0.000000,0.000000
3.560585,0.100000,0.120000,0.120000,0.000000,0.000000,0.000000
3.580587,0.200000,0.060000,0.240000,0.000000,0.000000,0.000000
3.600598,0.160000,0.180000,0.020000,0.000000,0.000000,0.000000
3.620561,0.220000,0.120000,0.140000,0.000000,0.000000,0.000000
3.640715,-0.100000,0.060000,0.060000,0.000000,0.000000,0.000000
3.660641,0.140000,0.080000,0.000000,0.000000,0.000000,0.000000
3.680661,0.280000,0.060000,0.020000,0.000000,0.020000,0.000000
3.700524,0.100000,0.060000,0.240000,0.000000,0.000000,0.000000
3.720617,0.080000,0.180000,0.200000,-0.020000,0.000000,0.000000
3.740614,0.060000,0.120000,0.060000,0.000000,0.000000,0.000000
3.760762,0.020000,0.060000,0.120000,0.000000,0.000000,0.000000
3.780755,0.000000,0.200000,0.040000,-0.020000,0.000000,0.000000
3.800757,0.200000,0.180000,0.040000,-0.020000,0.000000,0.000000
3.820719,0.020000,0.140000,0.240000,0.000000,0.000000,0.000000
3.840707,0.000000,0.120000,0.120000,-0.020000,0.000000,0.000000
3.860701,0.140000,0.040000,0.000000,0.000000,0.000000,0.000000
3.880689,0.300000,0.240000,0.060000,-0.020000,0.020000,0.000000
3.900660,0.000000,0.260000,0.080000,-0.020000,0.000000,0.000000
3.920339,0.180000,0.180000,0.160000,-0.020000,0.020000,0.000000
3.940815,0.120000,0.000000,0.200000,0.000000,0.000000,0.000000
3.960635,0.000000,-0.020000,0.100000,0.000000,0.000000,0.000000
3.980630,0.120000,0.240000,0.260000,-0.020000,0.000000,0.000000
4.000761,0.000000,0.000000,0.100000,0.000000,0.000000,0.000000
4.020596,0.220000,0.100000,0.280000,0.000000,0.000000,0.000000
4.040588,0.180000,0.180000,0.140000,0.000000,0.000000,0.000000
4.060571,0.080000,0.180000,0.160000,-0.020000,0.000000,0.000000
4.080576,0.020000,0.020000,0.220000,0.000000,0.000000,0.000000
4.100541,0.000000,0.020000,0.280000,0.000000,0.000000,0.000000
4.120662,0.160000,0.180000,0.120000,-0.020000,0.000000,0.000000
4.140635,0.080000,0.240000,0.120000,-0.020000,0.000000,0.000000
4.160657,0.120000,0.120000,0.020000,0.000000,0.000000,0.000000
4.180649,0.040000,0.060000,0.340000,0.000000,0.000000,0.000000
4.200619,0.000000,0.220000,0.140000,-0.020000,0.000000,0.000000
4.220596,-0.020000,0.240000,0.080000,-0.020000,0.000000,0.000000
4.240592,-0.020000,0.200000,0.320000,-0.020000,0.000000,0.000000
4.260583,0.160000,0.240000,-0.060000,-0.020000,0.000000,0.000000
4.280572,0.080000,0.100000,0.320000,0.000000,0.000000,0.000000
4.300586,0.100000,0.180000,0.180000,-0.020000,0.000000,0.000000
4.320690,0.020000,0.060000,0.240000,0.000000,0.000000,0.000000
4.340674,0.080000,0.120000,0.200000,-0.020000,0.000000,0.000000
4.360672,0.100000,0.120000,0.020000,-0.020000,0.000000,0.000000
4.380675,0.160000,0.000000,0.320000,-0.020000,0.000000,0.000000
4.400629,0.120000,0.180000,0.180000,-0.020000,0.000000,0.000000
4.420637,0.140000,0.180000,0.220000,0.000000,0.000000,0.000000
4.440666,0.060000,0.180000,0.180000,-0.020000,0.000000,0.000000
4.460625,0.100000,0.140000,0.200000,-0.020000,0.000000,0.000000
4.480600,0.060000,0.140000,0.220000,-0.020000,0.000000,0.000000
4.500841,0.080000,0.020000,0.080000,0.000000,0.000000,0.000000
4.520695,0.140000,0.120000,0.220000,-0.020000,0.000000,0.000000
4.540707,0.080000,0.140000,0.320000,-0.020000,0.000000,0.000000
4.560714,0.080000,0.060000,0.240000,0.000000,0.000000,0.000000
4.580681,0.000000,0.000000,0.100000,0.000000,0.000000,0.000000
4.600653,0.080000,0.020000,0.020000,0.000000,0.000000,0.000000
4.620655,0.200000,0.120000,0.060000,0.000000,0.000000,0.000000
4.640642,-0.080000,-0.020000,0.000000,0.000000,0.000000,0.000000
4.660624,0.140000,0.240000,0.060000,-0.020000,0.000000,0.000000
4.680618,0.080000,0.060000,0.080000,0.000000,0.000000,0.000000
4.700612,0.200000,0.000000,0.200000,0.000000,0.000000,0.000000
4.720599,0.080000,0.040000,0.100000,0.000000,0.000000,0.000000
4.740589,0.100000,0.080000,0.000000,0.000000,0.000000,0.000000
4.760563,0.020000,0.060000,0.100000,0.000000,0.000000,0.000000
4.780676,0.160000,0.000000,0.020000,0.000000,0.000000,0.000000
4.800666,0.280000,0.140000,0.000000,0.000000,0.020000,0.000000
4.820707,0.200000,-0.080000,-0.100000,0.000000,0.000000,0.000000
4.840661,0.100000,-0.120000,0.060000,0.000000,0.000000,0.000000
4.860632,0.060000,0.080000,0.000000,0.000000,0.000000,0.000000
4.880791,0.240000,0.080000,0.140000,0.000000,0.020000,0.000000
4.900611,0.080000,0.120000,0.200000,0.000000,0.000000,0.000000
4.920604,0.140000,0.080000,0.160000,0.000000,0.000000,0.000000
4.940582,0.020000,-0.140000,-0.060000,0.000000,0.000000,0.000000
4.960749,0.080000,0.000000,-0.060000,0.000000,0.000000,0.000000
4.980591,0.140000,0.020000,0.060000,0.000000,0.000000,0.000000
5.000571,0.180000,0.020000,-0.140000,0.000000,0.000000,0.000000
5.020735,0.280000,-0.020000,0.180000,0.000000,0.020000,0.000000
5.040684,0.100000,0.000000,0.000000,0.000000,0.000000,0.000000
5.060671,0.120000,0.020000,0.000000,0.000000,0.000000,0.000000
5.080648,0.080000,0.180000,0.120000,-0.020000,0.000000,0.000000
5.100690,0.020000,0.020000,-0.100000,0.000000,0.000000,0.000000
5.120644,0.000000,0.040000,-0.100000,0.000000,0.000000,0.000000
5.140798,0.040000,0.080000,0.160000,0.000000,0.000000,0.000000
5.160612,0.080000,0.140000,0.080000,-0.020000,0.000000,0.000000
5.180603,0.120000,0.120000,0.000000,-0.020000,0.000000,0.000000
5.200608,0.000000,0.080000,0.000000,0.000000,0.000000,0.000000
5.220717,0.100000,0.120000,0.020000,-0.020000,0.000000,0.000000
5.240563,-0.060000,0.000000,0.060000,0.000000,0.000000,0.000000
5.260686,0.000000,0.000000,0.020000,0.000000,0.000000,0.000000
5.280659,0.040000,0.040000,-0.020000,0.000000,0.000000,0.000000
5.300660,0.100000,-0.040000,0.100000,0.000000,0.000000,0.000000
5.320665,0.100000,0.000000,0.260000,0.000000,0.000000,0.000000
5.340638,-0.040000,0.140000,-0.100000,0.000000,0.000000,0.000000
5.360613,0.140000,0.260000,0.060000,-0.020000,0.000000,0.000000
5.380611,0.080000,0.120000,0.220000,0.000000,0.000000,0.000000
5.400606,0.080000,0.120000,0.040000,0.000000,0.000000,0.000000
5.420627,0.080000,0.120000,0.140000,0.000000,0.000000,0.000000
5.440570,0.060000,0.000000,0.240000,0.000000,0.000000,0.000000
5.460614,0.120000,0.000000,0.160000,0.000000,0.000000,0.000000
5.480714,0.120000,0.060000,-0.020000,0.000000,0.000000,0.000000
5.500688,-0.060000,-0.040000,0.000000,0.000000,0.000000,0.000000
5.520670,0.060000,-0.040000,-0.100000,-0.020000,0.000000,0.000000
5.540661,0.000000,0.100000,0.120000,0.000000,0.000000,0.000000
5.560644,-0.020000,0.120000,-0.080000,0.000000,0.000000,0.000000
5.580626,0.120000,-0.040000,-0.020000,0.000000,0.000000,0.000000
5.600508,0.060000,0.180000,0.140000,-0.020000,0.000000,0.000000
5.620623,0.060000,0.020000,0.060000,0.000000,0.000000,0.000000
5.640604,0.060000,0.000000,0.060000,0.000000,0.000000,0.000000
5.660604,0.160000,0.000000,0.060000,0.000000,0.000000,0.000000
5.680562,0.080000,0.180000,-0.060000,0.000000,0.000000,0.000000
5.700691,0.100000,0.120000,-0.080000,-0.020000,0.000000,0.000000
5.720687,0.080000,0.080000,-0.280000,0.000000,0.000000,0.000000
5.740553,0.160000,0.200000,0.040000,0.000000,0.000000,0.000000
5.760666,0.240000,0.180000,-0.080000,0.000000,0.000000,0.000000
5.780645,0.160000,0.020000,-0.020000,0.000000,0.000000,0.000000
5.800676,0.080000,0.040000,0.060000,0.000000,0.000000,0.000000
5.820674,0.100000,0.120000,0.000000,0.000000,0.000000,0.000000
5.840653,0.080000,0.020000,0.080000,0.000000,0.000000,0.000000
5.860642,0.080000,0.100000,-0.020000,0.000000,0.000000,0.000000
5.880583,0.020000,0.080000,0.020000,0.000000,0.000000,0.000000
5.900729,0.120000,-0.020000,-0.020000,0.000000,0.000000,0.000000
5.920601,0.160000,-0.040000,0.160000,0.000000,0.000000,0.000000
5.940576,0.020000,0.040000,0.180000,0.000000,0.000000,0.000000
5.960556,0.040000,0.180000,0.100000,-0.020000,0.000000,0.000000
5.980779,-0.040000,0.120000,0.080000,-0.020000,0.000000,0.000000
6.000654,0.100000,0.000000,0.300000,0.000000,0.000000,0.000000
6.020649,0.140000,0.040000,0.060000,0.000000,0.000000,0.000000
6.040642,0.020000,0.080000,-0.060000,0.000000,0.000000,0.000000
6.060614,0.160000,0.080000,0.060000,0.000000,0.000000,0.000000
6.080629,0.140000,0.160000,0.000000,-0.020000,0.000000,0.000000
6.100613,0.000000,0.040000,-0.160000,0.000000,0.000000,0.000000
6.120621,0.100000,-0.040000,0.080000,0.000000,0.000000,0.000000
6.140576,0.020000,-0.040000,0.000000,0.000000,0.000000,0.000000
6.160710,0.060000,0.000000,0.040000,0.000000,0.000000,0.000000
6.180569,0.140000,0.000000,0.260000,0.000000,0.000000,0.000000
6.200547,0.200000,0.120000,-0.020000,0.000000,0.000000,0.000000
6.220674,0.140000,-0.020000,-0.160000,0.000000,0.000000,0.000000
6.240654,0.100000,-0.120000,0.280000,0.000000,0.000000,0.000000
6.260649,0.060000,0.040000,0.060000,0.000000,0.000000,0.000000
6.280643,0.060000,0.000000,-0.120000,0.000000,0.000000,0.000000
6.300625,0.060000,0.080000,0.140000,0.000000,0.000000,0.000000
6.320624,0.140000,-0.040000,0.120000,0.000000,0.000000,0.000000
6.340601,0.060000,0.080000,-0.040000,0.000000,0.000000,0.000000
6.360593,0.040000,0.060000,-0.020000,0.000000,0.000000,0.000000
6.380581,0.220000,0.060000,0.180000,0.000000,0.020000,0.000000
6.400575,0.040000,0.080000,0.040000,-0.020000,0.000000,0.000000
6.420562,-0.020000,0.020000,0.000000,0.000000,0.000000,0.000000
6.440682,-0.020000,0.180000,0.120000,-0.020000,0.000000,0.000000
6.460665,0.140000,0.060000,0.160000,0.000000,0.000000,0.000000
6.480669,0.020000,-0.080000,0.320000,0.000000,0.000000,0.000000
6.500677,0.000000,0.060000,0.200000,0.000000,0.000000,0.000000
6.520636,0.060000,0.180000,-0.080000,-0.020000,0.000000,0.000000
6.540632,0.020000,0.140000,0.060000,0.000000,0.000000,0.000000
6.560627,-0.020000,0.000000,0.140000,0.000000,0.000000,0.000000
6.580609,0.000000,0.140000,0.060000,-0.020000,0.000000,0.000000
6.600581,0.120000,0.100000,0.120000,0.000000,0.000000,0.000000
6.620718,0.100000,0.040000,0.180000,0.000000,0.000000,0.000000
6.640719,0.080000,0.000000,-0.160000,0.000000,0.000000,0.000000
6.660693,0.080000,0.100000,-0.240000,0.000000,0.000000,0.000000
6.680684,0.120000,0.100000,0.120000,0.000000,0.000000,0.000000
6.700683,-0.060000,0.000000,-0.040000,0.000000,0.000000,0.000000
6.720656,0.080000,0.120000,0.020000,0.000000,0.000000,0.000000
6.740704,0.140000,0.000000,0.220000,0.000000,0.000000,0.000000
6.760787,0.080000,0.060000,-0.180000,0.000000,0.000000,0.000000
6.780637,0.000000,0.040000,0.040000,0.000000,0.000000,0.000000
6.800622,0.000000,0.060000,-0.060000,0.000000,0.000000,0.000000
6.820599,0.240000,-0.060000,0.140000,0.000000,0.020000,0.000000
6.840585,0.200000,0.160000,-0.020000,-0.020000,0.000000,0.000000
6.860727,0.080000,0.140000,0.000000,-0.020000,0.000000,0.000000
6.880564,0.200000,0.000000,0.080000,0.000000,0.000000,0.000000
6.900692,0.040000,-0.080000,0.000000,0.000000,0.000000,0.000000
6.920657,0.100000,0.100000,0.120000,0.000000,0.000000,0.000000
6.940655,0.100000,0.040000,0.140000,0.000000,0.000000,0.000000
6.960630,0.100000,0.040000,-0.020000,0.000000,0.000000,0.000000
6.980641,0.120000,0.140000,-0.020000,0.000000,0.000000,0.000000
7.000638,0.140000,0.180000,0.000000,-0.020000,0.000000,0.000000
7.020617,0.140000,0.180000,0.000000,0.000000,0.000000,0.000000
7.040606,0.200000,0.020000,0.160000,0.000000,0.000000,0.000000
7.060601,0.120000,0.080000,0.020000,0.000000,0.000000,0.000000
7.080583,0.160000,0.180000,0.100000,-0.020000,0.000000,0.000000
7.100569,0.180000,0.000000,0.200000,0.000000,0.000000,0.000000
7.120572,0.060000,0.060000,0.000000,0.000000,0.000000,0.000000
7.140685,0.100000,-0.080000,-0.040000,0.000000,0.000000,0.000000
7.160663,0.040000,-0.040000,0.140000,0.000000,0.000000,0.000000
7.180652,0.080000,-0.100000,0.160000,0.000000,0.000000,0.000000
7.200656,0.100000,0.060000,0.100000,0.000000,0.000000,0.000000
7.220623,0.200000,-0.040000,-0.020000,0.000000,0.000000,0.000000
7.240626,0.060000,0.120000,0.080000,-0.020000,0.000000,0.000000
7.260628,0.160000,0.040000,0.120000,0.000000,0.000000,0.000000
7.280605,0.160000,0.080000,0.300000,0.000000,0.000000,0.000000
7.300601,0.200000,0.100000,0.460000,0.000000,0.000000,0.000000
7.320584,0.100000,0.020000,0.060000,0.000000,0.000000,0.000000
7.340560,0.080000,0.020000,0.220000,0.000000,0.000000,0.000000
7.360567,0.160000,0.180000,0.480000,-0.020000,0.000000,0.000000
7.380700,0.240000,0.060000,0.260000,0.000000,0.020000,0.000000
7.400664,0.280000,0.060000,0.340000,0.000000,0.000000,0.000000
7.420643,0.160000,0.140000,0.220000,0.000000,0.000000,0.000000
7.440648,0.080000,0.060000,0.240000,0.000000,0.000000,0.000000
7.460641,0.180000,0.060000,0.260000,0.000000,0.000000,0.000000
7.480605,0.240000,0.120000,0.300000,0.000000,0.000000,0.000000
7.500604,0.180000,0.060000,0.340000,0.000000,0.000000,0.000000
7.520631,0.140000,0.140000,0.340000,0.000000,0.000000,0.000000
7.540595,0.240000,0.180000,0.260000,-0.020000,0.020000,0.000000
7.560579,0.240000,0.120000,0.360000,0.000000,0.020000,0.000000
7.580687,0.140000,0.160000,0.340000,-0.020000,0.000000,0.000000
7.600561,0.140000,0.000000,0.560000,0.000000,0.000000,0.000000
7.620679,0.140000,0.000000,0.380000,0.000000,0.000000,0.000000
7.640652,0.240000,0.100000,0.620000,0.000000,0.000000,0.000000
7.660657,0.340000,0.180000,0.180000,-0.020000,0.020000,0.000000
7.680651,0.140000,0.140000,0.460000,-0.020000,0.000000,0.000000
7.700627,0.420000,0.220000,0.460000,-0.020000,0.020000,0.000000
7.720642,0.120000,0.180000,0.320000,-0.020000,0.000000,0.000000
7.740612,0.040000,0.040000,0.260000,0.000000,0.000000,0.000000
7.760592,0.120000,0.260000,0.340000,-0.020000,0.000000,0.000000
7.780587,0.240000,0.000000,0.560000,0.000000,0.000000,0.000000
7.800711,0.260000,0.160000,0.340000,0.000000,0.020000,0.000000
7.820704,0.300000,0.240000,0.180000,-0.020000,0.020000,0.000000
7.840538,0.120000,0.140000,0.160000,-0.020000,0.000000,0.000000
7.860677,0.160000,0.120000,0.260000,0.000000,0.000000,0.000000
7.880656,0.240000,0.000000,0.340000,0.000000,0.000000,0.000000
7.900662,0.020000,0.060000,0.380000,0.000000,0.000000,0.000000
7.920642,0.080000,0.220000,0.280000,-0.020000,0.000000,0.000000
7.940631,0.300000,0.060000,0.460000,0.000000,0.020000,0.000000
7.960640,0.280000,0.120000,0.240000,0.000000,0.020000,0.000000
7.980626,0.320000,0.140000,0.340000,0.000000,0.020000,0.000000
8.000605,0.100000,0.020000,0.320000,0.000000,0.000000,0.000000
8.020754,0.160000,0.100000,0.180000,0.000000,0.000000,0.000000
8.040791,0.180000,0.180000,0.360000,-0.020000,0.000000,0.000000
8.060700,0.160000,0.060000,0.240000,0.000000,0.000000,0.000000
8.080684,0.240000,0.180000,0.240000,-0.020000,0.000000,0.000000
8.100669,0.180000,0.140000,0.280000,-0.020000,0.000000,0.000000
8.120668,0.160000,0.240000,0.440000,-0.020000,0.000000,0.000000
8.140657,0.000000,0.000000,0.280000,0.000000,0.000000,0.000000
8.160648,0.140000,0.020000,0.360000,0.000000,0.000000,0.000000
8.180628,0.120000,0.140000,0.360000,0.000000,0.000000,0.000000
8.200611,0.080000,0.060000,0.400000,0.000000,0.000000,0.000000
8.220591,0.220000,0.120000,0.200000,0.000000,0.000000,0.000000
8.240582,0.240000,0.000000,0.200000,0.000000,0.000000,0.000000
8.260592,0.160000,0.060000,0.320000,0.000000,0.000000,0.000000
8.280697,0.160000,0.200000,0.360000,-0.020000,0.000000,0.000000
8.300564,0.080000,0.060000,0.200000,0.000000,0.000000,0.000000
8.320419,0.200000,0.200000,0.420000,-0.020000,0.000000,0.000000
8.340659,0.040000,0.200000,0.200000,-0.020000,0.000000,0.000000
8.360657,0.300000,0.000000,0.360000,0.000000,0.020000,0.000000
8.380639,0.220000,0.240000,0.280000,-0.020000,0.000000,0.000000
